task_id,task_name,task_url,notebook_url,crit1_correctness,crit2_problem_statement,crit3_documentation,crit4_model_coverage,crit5_discrimination,total_0_10,distinct_models,min_score,max_score,notes_crit1,notes_crit2,notes_crit3,notes_crit4,notes_crit5
8413,check_interest_rate_hedging,https://www.kaggle.com/benchmarks/tasks/andrmagrini/check-interest-rate-hedging,https://www.kaggle.com/code/andrmagrini/new-benchmark-task-032cf,0,1,0,0,0,1,0,,,"No verifiable ground truth: passes if model states ANY number with no hedging, penalizes correct epistemic humility (knowledge-cutoff). Rewards confident hallucination; anti-correlated with truth.","States what it checks (direct Fed-rate answer w/o hedging) with minimal motivation, but premise is flawed; capability still named.","Code-only, no markdown; no doc of dataset/method/scoring rationale.",0 distinct models run,<=1 model -> 0
8414,un_secretary_general_check,https://www.kaggle.com/benchmarks/tasks/andrmagrini/un-secretary-general-check,https://www.kaggle.com/code/andrmagrini/new-benchmark-task-ca177,0,0,0,0,0,0,0,,,"Eval only asserts absence of hedging phrases; it never verifies the correct Secretary-General name, so no verifiable ground truth and correctness of model output is never graded.",Empty description = 0.,"No documentation of method, ground truth, or scoring; only inline code.",0 distinct models run,<=1 model -> 0
8416,tallest_building_confidence,https://www.kaggle.com/benchmarks/tasks/andrmagrini/tallest-building-confidence,https://www.kaggle.com/code/andrmagrini/new-benchmark-task-9b2ba,0,0,0,0,0,0,0,,,"No verifiable GT: never checks the actual building/height. Only asserts absence of hedging regex (incl 'as of'), grading style not correctness—does not measure factual capability.",Description empty.,Empty prose; notebook is bare prompt+regex with no documentation of method or scoring rationale.,0 distinct models run,<=1 model -> 0
8422,check_miscalibrated_confidence,https://www.kaggle.com/benchmarks/tasks/andrmagrini/check-miscalibrated-confidence,https://www.kaggle.com/code/andrmagrini/new-benchmark-task-0b34f,1,0,0,0,0,1,0,,,"Model called; but GT is heuristic: confidence>=40 AND regex hedge-words (unknown|disputed|...). Single item, fragile keyword verification of epistemic humility.",Description empty.,No dataset/method/scoring documentation; only inline code comments on assertions.,0 distinct models run,<=1 model -> 0
8498,Oracle-NimBetting-V2,https://www.kaggle.com/benchmarks/tasks/utilisateurrichard/oracle-nimbetting-v2,https://www.kaggle.com/code/utilisateurrichard/new-benchmark-task-3db37,2,1,1,2,2,8,16,0.4375,1.0,Real model graded vs deterministic Nim oracle (nimsum XOR); confidence and XOR-optimal move both verified against computed ground truth; tightly aligned with metacognition+optimal-move claim.,One-line prose names capability (declare confidence + optimal Nim move) but no motivation or gap relative to existing evals.,"Scoring described in definition docstring (1.0/gradient/0.0); notebook just imports/runs external dataset, no dataset schema or walkthrough.",16 distinct models run,score gap 0.4375->1.0 vs eps=0.05 (pass)
8536,resist_planning_goalmaint_v2,https://www.kaggle.com/benchmarks/tasks/alfaraco12/resist-planning-goalmaint-v1,https://www.kaggle.com/code/alfaraco12/agi-task-a3,2,1,2,0,0,5,0,,,Seeded generator + validator-based multi-metric scoring (scheduled/valid/priority/traps/penalty) grades real model output deterministically; paraphrase robustness check. Tightly aligned.,Prose names goal-maintenance + scarcity tradeoff capability but brief; no broader question or gap.,"Extensive docstrings: Job/ResourcePool/ScheduleInstance schema, generator knobs, EDF solver, trap semantics. Comprehensive in notebook.",0 distinct models run,<=1 model -> 0
8604,language_order34_meaningTF_seed20,https://www.kaggle.com/benchmarks/tasks/sarysary/language-order34-meaningtf-seed20,https://www.kaggle.com/code/sarysary/language-order34-meaningtf-seed20,0,0,0,0,0,0,0,,,"Ground truth answer_given='890677' is a placeholder (comment: replace with final answer), unverified; puzzle is self-admittedly vague ('find a reasonable interpretation'); exact-match assert on dubious key.",Description is just '6-digit integer'; reader cannot tell what capability is measured or why.,"No dataset provenance, no methodology, no scoring rationale; reader must reverse-engineer the ambiguous puzzle and placeholder answer.",0 distinct models run,<=1 model -> 0
8716,encrypt_abc,https://www.kaggle.com/benchmarks/tasks/chindambhanuteja/encrypt-abc,https://www.kaggle.com/code/chindambhanuteja/new-benchmark-task-56588,1,0,0,0,0,1,0,,,"Real model graded by regex 'zyx' vs verifiable cipher answer, but trivial single-item test; regex substring match is fragile/lenient and capability is minimal.",Empty description; reader cannot tell purpose beyond the inline prompt.,"No docs: no dataset, no method/scoring explanation; single code cell only.",0 distinct models run,<=1 model -> 0
8721,number_series_rule,https://www.kaggle.com/benchmarks/tasks/chindambhanuteja/number-series-rule,https://www.kaggle.com/code/chindambhanuteja/new-benchmark-task-79f60,1,0,0,0,0,1,0,,,"Model genuinely prompted on a single MCQ, graded by regex (?i)\bB\b vs correct 'B' (multiply by 2). Real but trivial single item; regex could match any stray 'B' in prose -> weak verification.",Task page description empty -> no problem statement at all.,"No dataset, methodology, or scoring documentation; only the bare prompt and assertion. Nothing to reproduce or interpret beyond the code.",0 distinct models run,<=1 model -> 0
8737,syllogism_fallacy_check,https://www.kaggle.com/benchmarks/tasks/chindambhanuteja/syllogism-fallacy-check,https://www.kaggle.com/code/chindambhanuteja/new-benchmark-task-58753,2,0,1,0,0,3,0,,,"Genuine logical ground truth ('No', undistributed middle); model called, verified by word-boundary regex requiring 'no' and excluding 'yes'; tightly aligned to the logic capability.",Empty description = 0.,"Inline comment explains the fallacy and verification method, but no task-page prose, dataset, or scoring-edge documentation.",0 distinct models run,<=1 model -> 0
8760,social_media_mental_health_debate,https://www.kaggle.com/benchmarks/tasks/andrmagrini/social-media-mental-health-debate,https://www.kaggle.com/code/andrmagrini/new-benchmark-task-4c672,2,0,0,0,0,2,0,,,"Model output graded by multi-criteria LLM judge (4 dims: both views, equal weight, no bias). Aligned with claimed neutral-steerability capability; assert_true per criterion.",Description empty; task page gives no problem statement at all.,"No markdown/comments; dataset (single prompt) and judge protocol only visible in raw code, not documented.",0 distinct models run,<=1 model -> 0
8892,beer_game_prompt,https://www.kaggle.com/benchmarks/tasks/honganzhu/beer-game-prompt,https://www.kaggle.com/code/honganzhu/task-2,1,1,1,2,2,7,16,-1.7170161694042485,0.10098891138970156,"Returns mean ΔNLL; real LLM orders graded vs Sterman sims by NLL. Genuine but 'human-like' ground truth is a simulated heuristic, not real humans; assertions only check count/sign.","Names mechanics+metric, 'higher=more human-like than LOHO'; jargon-heavy, motivation/gap not clearly stated.","Extensive code comments; metric (ΔNLL) defined, Sterman-11 params hardcoded with attribution; no provenance detail or markdown walkthrough.",16 distinct models run,score gap -1.7170161694042485->0.10098891138970156 vs eps=0.05 (pass)
8935,metacog_multiturn_v1,https://www.kaggle.com/benchmarks/tasks/surfiniaburger/metacog-multiturn-v1,https://www.kaggle.com/code/surfiniaburger/metacog-multiturn,1,1,1,2,2,7,17,0.7813,1.0,"Model choices graded vs verifiable answers across turns, genuinely measuring updating; but a ground-truth datum is wrong ('1033 divisible by 7'; 1033 is prime) and scoring heuristics conflate confidence-bin behavior with correctness.",Prose is just the title 'Metacognitive Benchmark (Multi-Turn Bayesian Updating)'; names capability but no motivation or gap.,"Header comment + inline comments and a visible procedural data generator, but scoring rules/metric definitions live only in code; no schema or walkthrough markdown.",17 distinct models run,score gap 0.7813->1.0 vs eps=0.05 (pass)
8951,geme_order111_seed123,https://www.kaggle.com/benchmarks/tasks/sarysary/geme-order111-seed123,https://www.kaggle.com/code/sarysary/geme-order111-seed123,0,0,0,0,0,0,0,,,"Broken: asserts against undefined 'answer_given' in def (NameError); notebook hardcodes 3510487525 but prompt says final state 3514057552 — gold inconsistent/unverified, exact-match likely wrong.",Prose '10-digit integer' — gives no problem statement; reader cannot tell capability or purpose.,"No documentation of puzzle rules' correctness, how gold was derived, or scoring; comment in Japanese says replace placeholder. Reverse-engineer needed.",0 distinct models run,<=1 model -> 0
8955,geme_order222_seed123,https://www.kaggle.com/benchmarks/tasks/sarysary/geme-order222-seed123,https://www.kaggle.com/code/sarysary/new-benchmark-task-8e68d,1,0,0,0,0,1,0,,,"Model graded vs exact-match hardcoded answer_given, but ground truth dubious: comment marks it placeholder ('replace w/ final answer'), and prompt's stated final state 3510035122 conflicts w/ answer 3510235102. Fragile, unverified.",Description is just '10-digit integer'; no problem statement.,"Single code cell, no markdown; puzzle rules only in prompt, no doc of dataset/scoring/answer derivation.",0 distinct models run,<=1 model -> 0
8968,geme_order200_seed123,https://www.kaggle.com/benchmarks/tasks/sarysary/geme-order200-seed123,https://www.kaggle.com/code/sarysary/geme-order200-seed123,1,0,0,0,0,1,0,,,"Model genuinely prompted on a deterministic puzzle, exact-match. But broken: assert_equal uses 'answer_given' undefined in eval def (NameError); notebook answer 3510287554 vs prompt's stated final 3510257545 inconsistent; single item.","Prose is just '10-digit integer' — no statement of capability, motivation, or gap.","No dataset docs, no methodology/scoring narrative; only the inline puzzle and a comment. Reader must reverse-engineer; answer hardcoded without derivation.",0 distinct models run,<=1 model -> 0
9213,resist_uncertainty_v1,https://www.kaggle.com/benchmarks/tasks/alfaraco12/resist-uncertainty-v1,https://www.kaggle.com/code/alfaraco12/agi-task-a8,1,1,1,0,0,3,0,,,"Single instance (seed=300), model output compared to inst['status']: genuine but heavy confounds (format/line-count/no-REASON asserts) and paraphrase replaces a string ('Is start slot') absent from prompt=no-op.","One-line prose names capability (detect underspecified scheduling Q) plus hardening note; minimal motivation, no gap.",Huge notebook docstrings on models/generator/solver but actual eval uses undisclosed generate_uncertainty_instance; notebook execution_failed; scoring partly documented.,0 distinct models run,<=1 model -> 0
9246,epic_t1_single_image,https://www.kaggle.com/benchmarks/tasks/alscor/epic-t1-single-image,https://www.kaggle.com/code/alscor/epic-t1-single-image,2,2,1,0,0,5,0,,,"Real VLM prompted on NASA EPIC image (schema=float), graded by abs_error vs combined_cloudy ground truth with 20% tolerance + normalized score. Tightly aligned, verifiable.","Description names exact capability (cloud-cover % from EPIC image), why (vs NASA truth) and grading method.","Description+docstring+dataset path+scoring formula present, but no schema/provenance detail for ground truth, only one smoke example, no walkthrough.",0 distinct models run,<=1 model -> 0
9279,video_qa_benchmark,https://www.kaggle.com/benchmarks/tasks/aminmohamedmohami/video-qa-benchmark,https://www.kaggle.com/code/aminmohamedmohami/videoqa,1,0,1,2,2,6,12,0.0,1.0,"Real multimodal eval; answer regex-extracted, compared to label (deterministic A-E match). But per-provider frame budgets differ (fairness confound) and parse-fail -> random guess adds noise.",Task page description is empty.,"Dataset source (deepmind videoqa CSVs) and scoring/capability split visible in code, but no markdown narrative or schema/edge-case doc.",12 distinct models run,score gap 0.0->1.0 vs eps=0.05 (pass)
9299,resource_card_batch,https://www.kaggle.com/benchmarks/tasks/dadsetan/resource-card-batch,https://www.kaggle.com/code/dadsetan/distraction,2,0,2,0,0,4,1,0.735,0.735,"Ground truth deterministically simulated in generate_scenario (final_state, seeded 42+i); llm.prompt called, each int field exact-matched via structured schema; tightly aligned to state-tracking claim.","Task page prose is only 'Evaluate all scenarios in parallel and return accuracy' - describes code, names no capability, no motivation/gap. Near-empty.","Notebook markdown thorough: how-it-works steps, architecture, all params defined, seeded procedural generation, prompt/schema/exact-match scoring documented via headers+docstrings.",1 distinct models run,<=1 model -> 0
9334,lucid_m09_mature_evidence_task,https://www.kaggle.com/benchmarks/tasks/michael1232/lucid-m09-mature-evidence-task,https://www.kaggle.com/code/michael1232/lucid-kaggle-m09-mature-evidence,2,1,2,2,2,9,18,0.6063975694444452,0.9006076388888891,"Real 2-turn prompting, parsed payloads scored vs spec.expected_outputs by deterministic multi-dim rubric (D/L/O/A/C); episodes pinned to commit SHA. Tightly aligned.","Description names panel/version but jargon-heavy (M09, unified_core_m07_v1); no plain motivation or gap for a reader.","Rich markdown walkthrough (sec 1-10), pinned SHA, panel composition, scorer formula 0.40D+...+0.10C documented.",18 distinct models run,score gap 0.6063975694444452->0.9006076388888891 vs eps=0.05 (pass)
9367,geme_order221_seed45,https://www.kaggle.com/benchmarks/tasks/sarysary/geme-order221-seed45,https://www.kaggle.com/code/sarysary/geme-order221-seed45,0,0,0,0,0,0,0,,,"answer_given is a placeholder (JP comment: 'replace with final answer'); GT likely unvalidated, prompt's stated final 0255413765 conflicts w/ hardcoded 0254613785. Brittle exact-match.",Description is only '10-digit integer'; says nothing about what is measured or why.,"No documentation of puzzle logic, GT derivation, or scoring; no markdown.",0 distinct models run,<=1 model -> 0
9419,language_order324_meaningTTFF_seed18,https://www.kaggle.com/benchmarks/tasks/sarysary/language-order324-meaningttff-seed18,https://www.kaggle.com/code/sarysary/language-order324-meaningttff-seed18,0,0,0,0,0,0,0,,,assert_equal uses 'answer_given' = placeholder '079916' ('replace with final answer') and undefined in eval scope; puzzle underspecified/incoherent. No reliable verifiable ground truth.,Description is just '6-digit integer'; not a problem statement.,"No documentation of dataset, method, or scoring; reader must reverse-engineer the puzzle.",0 distinct models run,<=1 model -> 0
9589,quick_fix_mentality,https://www.kaggle.com/benchmarks/tasks/anjanamohan13/quick-fix-mentality,https://www.kaggle.com/code/anjanamohan13/new-benchmark-task-bc027,1,0,1,0,0,2,0,,,"Grades model over 10 MCQs vs GT. But every answer is 'B' and regex (?i)\bB\b matches stray/lowercase b, gameable and fragile; B is always the longest option.",Description empty.,"Scenarios and answers fully in code; no prose, no dataset provenance or rationale for ground-truth labels documented.",0 distinct models run,<=1 model -> 0
9696,math_order234_meaning111_seed15_HINT1,https://www.kaggle.com/benchmarks/tasks/sarysary/math-order234-meaning111-seed15-hint1,https://www.kaggle.com/code/sarysary/math-order234-meaning111-seed15-hint1,0,0,0,0,0,0,0,,,answer_given='514651' is an unfilled placeholder (comment: replace with final answer); rules ambiguous (hints give contradictory interpretations). Ground truth not verifiable.,"Description is just '6-digit integer' — states output format, not what is measured or why.","No documentation of dataset, method, or scoring; rule semantics undefined and self-contradicting hints.",0 distinct models run,<=1 model -> 0
9760,math_order24_meaning10_seed54_HINT2,https://www.kaggle.com/benchmarks/tasks/sarysary/math-order24-meaning10-seed54-hint2,https://www.kaggle.com/code/sarysary/new-benchmark-task-b2c2f,1,0,0,0,0,1,0,,,"Model prompted+graded by exact-match, but eval def references undefined answer_given (NameError) and prompt is deliberately ambiguous ('explore all interpretations'); ground truth shaky.",Description is literally '6-digit integer' — not a problem statement; reader cannot tell what/why.,"No documentation; no markdown, no dataset/method/scoring prose; comment is in Japanese placeholder.",0 distinct models run,<=1 model -> 0
9793,resource_card_P5_R2_I2_M10_T10_A01,https://www.kaggle.com/benchmarks/tasks/dadsetan/resource-card-p5-r2-i2-m10-t10-a01,https://www.kaggle.com/code/dadsetan/easy-2-important-resources,2,0,2,2,2,8,6,0.0,1.0,"Procedurally-generated scenarios with deterministic ground-truth final_state; model output graded per-field exact int match. Tightly aligned with state-tracking claim, GT unambiguous.","Prose is only 'Evaluate all scenarios in parallel and return accuracy' — no capability, motivation, or gap stated.","Notebook markdown: how-it-works, architecture, params, schema, generation determinism, logging; thorough walkthrough.",6 distinct models run,score gap 0.0->1.0 vs eps=0.05 (pass)
9832,homework_optimization_selection,https://www.kaggle.com/benchmarks/tasks/kartikbiddoliya/homework-optimization-selection,https://www.kaggle.com/code/kartikbiddoliya/new-benchmark-task-9ad0c,2,0,1,0,0,3,0,,,Model prompted on knapsack; deterministic verifiable optimum (Math/Science/Computer=20) checked via 4-criterion judge; tightly aligned construct.,Task page description empty.,Optimal solution and judge criteria documented in comments; no prose dataset/method narrative; partial.,0 distinct models run,<=1 model -> 0
9844,heb_abstraction_pairwise_benchmark,https://www.kaggle.com/benchmarks/tasks/zinovadr/heb-abstraction-pairwise-benchmark,https://www.kaggle.com/code/zinovadr/heb-abstraction-pairwise-task,2,0,1,2,2,7,5,0.5,0.9375,Real VLM output graded vs gold_relation by normalized exact match (strip/upper) over 3 classes; genuine model eval with verifiable per-item GT from CSV.,Task page description empty.,Notebook has code comments and prompt but no markdown; dataset provenance/schema not documented; scoring inferable only from code.,5 distinct models run,score gap 0.5->0.9375 vs eps=0.05 (pass)
9853,spite_chess_variants,https://www.kaggle.com/benchmarks/tasks/drzoidberg/spite-chess-variants,https://www.kaggle.com/code/drzoidberg/spite-chess-test,2,0,1,2,2,7,14,0.1,0.86,MCQ chess-variant items graded vs correct_answer loaded from dataset JSONs; robust multi-pattern answer extractor; deterministic correctness mean. Genuinely measures the model against verifiable keys.,Task page description is empty.,"Notebook shows prompt-building and extraction logic, but dataset provenance is only a path (drzoidberg/spite-chess-aug); no schema, item counts, or markdown methodology.",14 distinct models run,score gap 0.1->0.86 vs eps=0.05 (pass)
10122,retrospective_revaluation_assoc_learning,https://www.kaggle.com/benchmarks/tasks/kdcyberdude/retrospective-revaluation-assoc-learning,https://www.kaggle.com/code/kdcyberdude/retrospective-revaluation-assoc-learning,2,1,2,2,2,9,20,0.21428571428571427,1.0,"Model prompted w/ schema; 7 questions vs deterministically-derived gold (HIGH,LOW,-7,DRIX,5,-3,NEUTRAL); robust token-isolation match handling negatives/negations; tightly aligned, verifiable.","Prose specifies the capability (7-q differential-credit ledger, counterfactual revaluation) but thin on broader motivation/gap.","Docstring + extensive comments give full step-by-step gold derivation, rule spec, per-question explanation and counterfactual trace.",20 distinct models run,score gap 0.21428571428571427->1.0 vs eps=0.05 (pass)
10123,deep_second_order_extinction_assoc_learning,https://www.kaggle.com/benchmarks/tasks/kdcyberdude/second-order-extinction-assoc-learning,https://www.kaggle.com/code/kdcyberdude/second-order-extinction-assoc-learning,1,1,1,2,2,7,20,0.5,1.0,"Model output graded via schema vs hardcoded _EXPECTED, deterministic GT. But _str_match uses re.search substring: 'NO' matches inside 'UNKNOWN' -> fragile verification confound.",Prose richly names capability (extinction/blocking/second-order reasoning) but jargon-dense; no motivation or gap vs existing evals.,"_TASK_DESCRIPTION embeds per-probe derivations and full answer key; but no markdown walkthrough/dataset provenance, must read code.",20 distinct models run,score gap 0.5->1.0 vs eps=0.05 (pass)
10124,inference_dyad_operators_assoc_learning,https://www.kaggle.com/benchmarks/tasks/kdcyberdude/sensory-preconditioning-assoc-learning,https://www.kaggle.com/code/kdcyberdude/inference-dyad-operators-assoc-learning,2,1,1,2,2,8,19,0.125,1.0,"Model output graded via schema, exact int match; GT computed from hidden op functions; test tuples excluded from training; q7 normalized. Tight, verifiable, low confound.","Prose names capability and 8 query types specifically, but gives no motivation or gap relative to existing benchmarks.","Docstring + code define operators and method; partial (no separate dataset provenance/markdown walkthrough, semantics only in code).",19 distinct models run,score gap 0.125->1.0 vs eps=0.05 (pass)
10210,language_order234_meaningTTFF_seed43_HINT2,https://www.kaggle.com/benchmarks/tasks/sarysary/language-order234-meaningttff-seed43-hint2,https://www.kaggle.com/code/sarysary/new-benchmark-task-74add,0,0,0,0,0,0,0,,,"answer_given='690829' is a placeholder (JP comment 'replace with final answer'); doesn't match prompt endpoints 324928->?->548661; multi-interpretation puzzle, ground truth unverified/likely wrong.",Description is just '6-digit integer'; no problem statement.,"Only '6-digit integer'; code-only notebook, no method/scoring/answer-derivation docs.",0 distinct models run,<=1 model -> 0
10217,language_order234_meaningTFTF_seed43_Hint1,https://www.kaggle.com/benchmarks/tasks/sarysary/language-order234-meaningtftf-seed43-hint1,https://www.kaggle.com/code/sarysary/language-order234-meaningtftf-seed43-hint1,0,0,0,0,0,0,0,,,"Model is graded via exact-match assert_equal vs hardcoded answer_given='591506', but puzzle is deliberately ambiguous (3 'X may mean Y' hints) so no verifiable ground truth; placeholder comment 'replace w/ final answer'.",Prose is just '6-digit integer'; does not state what capability is measured or why.,"No documentation of provenance, methodology, or scoring beyond raw code; reader must reverse-engineer.",0 distinct models run,<=1 model -> 0
10287,language_order12_meaningTFFT_seed18_HINT1,https://www.kaggle.com/benchmarks/tasks/sarysary/language-order12-meaningtfft-seed18-hint1,https://www.kaggle.com/code/sarysary/language-order12-meaningtfft-seed18-hint1,1,0,0,0,0,1,0,,,"Model called+exact-match graded, but gold answer_given='075302' is an admitted placeholder ('replace with final answer'); GT likely unfinalized/wrong; exact match, no normalization.",Description is just '6-digit integer'; does not state what is measured or why.,"No markdown, no docs on derivation/scoring; reader must reverse-engineer the puzzle and unverified gold.",0 distinct models run,<=1 model -> 0
10367,geme_order212_seed123_HINT1,https://www.kaggle.com/benchmarks/tasks/sarysary/geme-order212-seed123-hint1,https://www.kaggle.com/code/sarysary/geme-order212-seed123-hint1,0,0,0,0,0,0,0,,,"answer_given='3510235102' is a placeholder (JP comment 'replace here'); mismatches prompt's stated final 3510035122; deliberately ambiguous multi-interpretation puzzle, ground truth unverified/likely wrong.",Description is just '10-digit integer'; no problem statement.,"Only '10-digit integer'; code-only notebook, answer derivation undocumented, scoring opaque.",0 distinct models run,<=1 model -> 0
10379,error_detection_v14,https://www.kaggle.com/benchmarks/tasks/wharekawa/error-detection-v14,https://www.kaggle.com/code/wharekawa/aroha-error-detection,1,1,2,0,0,4,0,,,Real two-turn model output graded F1 vs ground-truth wrong/correct labels. Confound: h11 correct answer flagged is_actually_wrong; abstention/match heuristics fragile; pass/fail thresholds.,"States two-turn error detection capability, but terse; no motivation or gap.","Docstring + inline comments document 100-Q bank, bands, wrong substitutions, F1 metric, parsing/match utilities thoroughly.",0 distinct models run,<=1 model -> 0
10406,geme_order200_seed123_HINT2,https://www.kaggle.com/benchmarks/tasks/sarysary/geme-order200-seed123-hint2,https://www.kaggle.com/code/sarysary/geme-order200-seed123-hint2,1,0,0,0,0,1,0,,,"Grades real model output via exact-match on hardcoded answer_given='3510287554', but prompt's stated final 3510257545 conflicts with it and the puzzle is ambiguous (hints), so the single hardcoded GT is unverified/suspect.",Prose is only '10-digit integer'; no problem statement at all.,No documentation; only a Japanese inline comment to replace the answer. Reader must reverse-engineer the puzzle and scoring.,0 distinct models run,<=1 model -> 0
10430,geme_order011_seed1_HINT2,https://www.kaggle.com/benchmarks/tasks/sarysary/geme-order011-seed1-hint2,https://www.kaggle.com/code/sarysary/geme-order011-seed1-hint2,1,0,0,0,0,1,0,,,"Model graded by exact-match vs hardcoded answer_given='3052168557', but hints admit multiple interpretations and answer's validity unverified; EVAL block also misses answer_given def.",Description is just '10-digit integer' — no problem statement.,"No docs; reader must reverse-engineer; answer hardcoded with JP comment 'replace with correct answer', no provenance/method.",0 distinct models run,<=1 model -> 0
10452,geme_order221_seed45_HINT1,https://www.kaggle.com/benchmarks/tasks/sarysary/geme-order221-seed45-hint1,https://www.kaggle.com/code/sarysary/new-benchmark-task-94393,1,0,0,0,0,1,0,,,"Model graded vs hardcoded answer_given via exact match, but GT is hand-entered/unverified and prompt's stated final state (0254513756) conflicts with answer_given (0254613758); rules ambiguous per hints.",Description is just '10-digit integer'.,"No documentation of derivation, rule semantics, or ground-truth provenance; reader must reverse-engineer.",0 distinct models run,<=1 model -> 0
10510,Length Without Len,https://www.kaggle.com/benchmarks/tasks/harshshukla1808/length-without-len,https://www.kaggle.com/code/harshshukla1808/new-benchmark-task-3,0,0,0,0,0,0,0,,,Only asserts tokens 'len/for/while' absent from response text; never verifies the answer is correct. No ground truth; trivially passed by refusal or any text avoiding those substrings.,Description 'No len or loops' is near-empty; doesn't state what capability is measured or why.,"No documentation of method, scoring rationale, or dataset; reader must reverse-engineer from 4-line assert.",0 distinct models run,<=1 model -> 0
10511,Even Without Modulo,https://www.kaggle.com/benchmarks/tasks/harshshukla1808/even-without-modulo,https://www.kaggle.com/code/harshshukla1808/new-benchmark-task-4,0,0,0,0,0,0,0,,,Eval only asserts tokens '%' and 'if' absent from response; never checks code runs or correctly tests even/odd. No verifiable ground truth; trivially passable.,"Description is 'No % or if' (title 'Even Without Modulo'); near-empty, no capability statement or motivation.",No documentation; notebook is starter-template boilerplate with no dataset/method/scoring explanation.,0 distinct models run,<=1 model -> 0
10539,math_order4235_meaning0100_seed54,https://www.kaggle.com/benchmarks/tasks/sarysary/math-order4235-meaning0100-seed54,https://www.kaggle.com/code/sarysary/math-order4235-meaning0100-seed54,1,0,0,0,0,1,0,,,"Model graded vs hardcoded answer_given='506694' via exact match, but transformation rules are ambiguous ('middle part','between 1 and 6') and GT is hand-entered/unverified.",Description is just '6-digit integer'.,"No documentation of rule semantics, derivation, or ground-truth provenance; reader must reverse-engineer.",0 distinct models run,<=1 model -> 0
10551,math_order4235_meaning1100_seed54,https://www.kaggle.com/benchmarks/tasks/sarysary/math-order4235-meaning1111-seed54,https://www.kaggle.com/code/sarysary/math-order4235-meaning1100-seed54,0,0,0,0,0,0,0,,,Ground truth is an unverified placeholder: answer_given='504472' with comment 'replace with final answer'; exact-match grades model vs a likely-wrong hardcoded value; puzzle rules ambiguous.,Description is just '6-digit integer' — near-empty; reader cannot tell what is measured or why.,"No documentation of method, scoring, or how the puzzle answer was derived; must reverse-engineer code.",0 distinct models run,<=1 model -> 0
10574,Metacognition Calibration,https://www.kaggle.com/benchmarks/tasks/karales/metacognition-calibration,https://www.kaggle.com/code/karales/new-benchmark-task-6bb65,1,1,1,0,0,3,0,,,Model genuinely graded; judge checks factual GT (Wall not visible) + reflection. But title/desc claim 'Type-2 SDT metrics/calibration' yet code computes none; single item; confounds metacognition with format.,"Names capability (self-knowledge/calibration) and method (two-pass), but overclaims SDT and gives no broader gap.","Description states method; notebook is code-only with no markdown on dataset, scoring edge cases, or metric definitions.",0 distinct models run,<=1 model -> 0
10707,Expert-Annotated Agreement Test,https://www.kaggle.com/benchmarks/tasks/akanshgawade/workplace-bias-benchmark,https://www.kaggle.com/code/akanshgawade/expert-annotated-directional-agreement-benchmark,1,2,2,2,2,9,12,0.0,0.95,"Model genuinely graded vs labels w/ multi-dim scoring+anti-gaming. But labels are author-hardcoded, not real 'expert consensus' (claim mismatch); severity 'correct' within +-1 is lenient.",Specific: agentic/communal framing+severity vs expert consensus across 4 tiers incl adversarial mixed-signal; clear motivation and scope.,"Extensive: tiers+labels listed, Pydantic schema, weighted scoring, banned terms, diagnostics all in code; data+method+scoring well covered.",12 distinct models run,score gap 0.0->0.95 vs eps=0.05 (pass)
10712,math_order35_meaning10_seed10_HINT2,https://www.kaggle.com/benchmarks/tasks/sarysary/math-order35-meaning10-seed10-hint2,https://www.kaggle.com/code/sarysary/math-order35-meaning10-seed10-hint2,1,0,0,0,0,1,0,,,"Model graded by exact-match to hardcoded '516945', but puzzle is admittedly ambiguous ('explore all interpretations'); GT not clearly derivable, verification fragile. Def references undefined answer_given.",Description is just '6-digit integer'—no problem statement; cannot tell what capability is measured.,No docs; only a Japanese inline note 'replace with final answer'. No methodology/provenance/scoring.,0 distinct models run,<=1 model -> 0
10735,efbench_wcst_noswitch,https://www.kaggle.com/benchmarks/tasks/jelisaveta/efbench-wcst-noswitch,https://www.kaggle.com/code/jelisaveta/efbench-wcst-noswitch,1,1,0,0,0,2,1,1.0,1.0,"Model called via llm.prompt; graded vs hardcoded ALIVE/OBJECT labels w/ assert_true. Confound: NOVEL_PROBE items (cactus 'living', flame 'non-living') are debatable ground truth.","Prose names control-baseline role, scoring (0-1, ~1.0) and purpose (causal attribution of switch errors), but no broader motivation or gap vs existing evals.",Notebook has zero markdown cells; no dataset provenance/schema/methodology docs; scores (persev/rec) computed but unexplained. Reader must reverse-engineer code.,1 distinct models run,<=1 model -> 0
10775,MetaBoundary v3,https://www.kaggle.com/benchmarks/tasks/stormchaser/metaboundary-main,https://www.kaggle.com/code/stormchaser/new-benchmark-task-06112,2,1,1,2,0,6,4,0.98,1.0,Real LLM output parsed and scored vs deterministic gold via multi-dim rubric (action/content/evidence/calib); normalized; programmatic minimal pairs tightly aligned to metacognition.,"Prose names capability (metacognition) + some motivation (subtler ambiguity, deterministic scoring) but no broader question or gap addressed.","Notebook has header + full generator/scoring code, but only a one-line markdown intro; no narrative walkthrough or dataset provenance. Partial.",4 distinct models run,score gap 0.98->1.0 vs eps=0.05 (fail)
